shipment_id,ship_date,delivery_date,origin_region,destination_region,holiday_period,status,delivery_days
573,2025-10-04,2025-10-05,North,West,No,Delivered,1
574,2025-11-29,2025-12-07,South,East,Yes,Delivered,8
575,2025-10-05,2025-10-10,North,East,No,Delivered,5
576,2025-11-23,,West,South,Yes,In Transit,
577,2025-11-10,2025-11-11,South,South,No,Delivered,1
578,2025-11-20,2025-11-24,East,North,Yes,Delivered,4
579,2025-11-25,,East,North,Yes,In Transit,
580,2025-12-15,2025-12-22,South,West,Yes,Delivered,7
581,2025-09-14,2025-09-15,West,West,No,Delivered,1
582,2025-11-01,2025-11-05,North,East,No,Delivered,4
583,2025-10-16,2025-10-18,North,South,No,Delivered,2
584,2025-10-15,2025-10-19,East,South,No,Delivered,4
2567,2025-11-25,2025-12-05,South,North,Yes,Delivered,10
586,2025-09-18,2025-09-22,West,East,No,Delivered,4
587,2025-09-07,2025-09-12,North,East,No,Delivered,5
588,2025-12-20,2025-12-30,East,South,Yes,Delivered,10
589,2025-09-21,2025-09-22,East,East,No,Delivered,1
590,2025-11-25,2025-11-28,North,South,Yes,Delivered,3
591,2025-11-03,2025-11-04,West,East,No,Delivered,1
592,2025-08-28,2025-08-29,North,South,No,Delivered,1
593,2025-10-10,2025-10-13,North,East,No,Delivered,3
594,2025-08-22,2025-08-24,West,West,No,Delivered,2
596,2025-12-20,2025-12-26,North,South,Yes,Delivered,6
597,2025-10-22,2025-10-23,East,North,No,Delivered,1
599,2025-11-26,2025-11-29,East,North,Yes,Delivered,3
601,2025-12-17,2025-12-21,North,West,Yes,Delivered,4
602,2025-11-06,2025-11-10,South,South,No,Delivered,4
604,2025-11-04,2025-11-09,West,North,No,Delivered,5
605,2025-08-17,2025-08-19,West,East,No,Delivered,2
606,2025-10-08,2025-10-10,North,East,No,Delivered,2
608,2025-09-06,2025-09-11,East,West,No,Delivered,5
609,2025-09-03,2025-09-06,North,East,No,Delivered,3
610,2025-10-07,2025-10-11,North,West,No,Delivered,4
611,2025-10-28,2025-10-31,West,North,No,Delivered,3
612,2025-08-16,2025-08-18,East,West,No,Delivered,2
615,2025-08-18,2025-08-20,West,South,No,Delivered,2
617,2025-11-22,,South,West,Yes,In Transit,
618,2025-10-08,2025-10-09,East,South,No,Delivered,1
619,2025-11-28,2025-12-06,East,North,Yes,Delivered,8
620,2025-10-14,2025-10-16,West,East,No,Delivered,2
621,2025-08-25,2025-08-30,South,West,No,Delivered,5
622,2025-09-29,2025-10-04,South,East,No,Delivered,5
623,2025-11-01,2025-11-03,East,East,No,Delivered,2
624,2025-08-16,2025-08-21,East,North,No,Delivered,5
2568,2025-10-11,2025-10-14,South,East,No,Delivered,3
626,2025-09-12,2025-09-17,East,South,No,Delivered,5
627,2025-08-28,,West,West,No,In Transit,
628,2025-09-04,2025-09-08,South,West,No,Delivered,4
629,2025-10-22,2025-10-25,South,South,No,Delivered,3
630,2025-10-14,2025-10-18,South,East,No,Delivered,4
632,2025-08-16,2025-08-21,South,East,No,Delivered,5
634,2025-11-20,2025-11-28,East,West,Yes,Delivered,8
636,2025-10-01,2025-10-06,North,North,No,Delivered,5
637,2025-11-27,2025-11-30,North,West,Yes,Delivered,3
638,2025-08-24,2025-08-28,North,South,No,Delivered,4
639,2025-08-29,2025-09-01,North,South,No,Delivered,3
640,2025-11-06,2025-11-11,East,North,No,Delivered,5
641,2025-11-29,,South,East,Yes,In Transit,
642,2025-09-23,2025-09-25,West,East,No,Delivered,2
643,2025-09-09,2025-09-10,East,East,No,Delivered,1
644,2025-11-06,2025-11-10,West,South,No,Delivered,4
645,2025-10-28,2025-10-29,North,West,No,Delivered,1
647,2025-10-12,2025-10-14,West,East,No,Delivered,2
648,2025-08-27,,North,North,No,In Transit,
649,2025-11-04,2025-11-09,South,West,No,Delivered,5
650,2025-09-06,2025-09-08,East,West,No,Delivered,2
651,2025-12-29,2026-01-08,East,West,Yes,Delivered,10
653,2025-10-11,2025-10-12,West,West,No,Delivered,1
654,2025-09-27,2025-10-01,East,South,No,Delivered,4
655,2025-12-25,2025-12-30,South,West,Yes,Delivered,5
2569,2025-08-29,2025-08-31,West,West,No,Delivered,2
657,2025-11-28,2025-12-06,East,East,Yes,Delivered,8
658,2025-12-26,,West,West,Yes,In Transit,
660,2025-11-29,2025-12-05,South,North,Yes,Delivered,6
661,2025-11-02,2025-11-06,South,North,No,Delivered,4
662,2025-09-24,2025-09-28,North,North,No,Delivered,4
663,2025-10-19,2025-10-29,South,South,No,Delivered,10
664,2025-11-04,2025-11-08,West,North,No,Delivered,4
665,2025-12-30,,West,South,Yes,In Transit,
668,2025-11-23,2025-11-28,South,South,Yes,Delivered,5
669,2025-12-29,2026-01-08,East,West,Yes,Delivered,10
670,2025-11-29,,West,North,Yes,In Transit,
673,2025-10-10,2025-10-14,North,West,No,Delivered,4
675,2025-11-10,2025-11-11,North,North,No,Delivered,1
678,2025-10-13,2025-10-17,West,West,No,Delivered,4
679,2025-11-09,2025-11-12,North,East,No,Delivered,3
680,2025-10-01,2025-10-03,North,North,No,Delivered,2
681,2025-12-22,2025-12-25,East,East,Yes,Delivered,3
34,2025-10-07,2025-10-10,South,South,No,Delivered,3
683,2025-08-14,2025-08-18,South,South,No,Delivered,4
684,2025-10-24,2025-10-27,West,East,No,Delivered,3
685,2025-12-24,2025-12-27,North,East,Yes,Delivered,3
686,2025-09-17,2025-09-19,East,East,No,Delivered,2
687,2025-12-25,,South,South,Yes,In Transit,
688,2025-09-17,2025-09-19,East,East,No,Delivered,2
689,2025-08-29,2025-08-30,South,North,No,Delivered,1
690,2025-12-28,2026-01-04,East,West,Yes,Delivered,7
691,2025-10-14,2025-10-16,West,West,No,Delivered,2
692,2025-12-22,2025-12-24,South,East,Yes,Delivered,2
693,2025-12-27,2025-12-29,East,South,Yes,Delivered,2
694,2025-12-27,2026-01-03,East,West,Yes,Delivered,7
695,2025-12-29,2026-01-06,East,South,Yes,Delivered,8
696,2025-12-30,2026-01-04,East,East,Yes,Delivered,5
697,2025-09-18,,South,East,No,In Transit,
699,2025-10-22,2025-10-23,West,North,No,Delivered,1
700,2025-10-27,2025-10-28,South,East,No,Delivered,1
701,2025-11-22,2025-11-28,West,South,Yes,Delivered,6
702,2025-11-20,2025-11-28,North,East,Yes,Delivered,8
703,2025-12-28,2026-01-05,West,East,Yes,Delivered,8
704,2025-08-16,2025-08-20,East,East,No,Delivered,4
705,2025-10-21,2025-10-24,South,South,No,Delivered,3
706,2025-10-21,2025-10-26,West,North,No,Delivered,5
707,2025-10-07,2025-10-11,South,South,No,Delivered,4
708,2025-11-25,2025-12-05,East,North,Yes,Delivered,10
711,2025-09-20,,West,North,No,In Transit,
712,2025-09-12,,North,East,No,In Transit,
211,2025-10-26,2025-10-29,West,North,No,Delivered,3
714,2025-10-30,2025-11-03,East,South,No,Delivered,4
715,2025-09-06,,South,South,No,In Transit,
717,2025-09-14,2025-09-19,West,West,No,Delivered,5
718,2025-11-25,2025-11-27,East,South,Yes,Delivered,2
719,2025-11-03,2025-11-07,East,West,No,Delivered,4
720,2025-09-17,2025-09-20,West,West,No,Delivered,3
723,2025-10-13,2025-10-18,North,East,No,Delivered,5
724,2025-11-10,2025-11-11,East,West,No,Delivered,1
725,2025-09-19,2025-09-21,North,South,No,Delivered,2
726,2025-12-30,2026-01-01,West,North,Yes,Delivered,2
727,2025-11-28,2025-12-01,East,South,Yes,Delivered,3
728,2025-12-17,2025-12-23,West,West,Yes,Delivered,6
729,2025-09-29,2025-10-01,North,West,No,Delivered,2
730,2025-10-10,2025-10-15,East,North,No,Delivered,5
733,2025-09-28,2025-09-30,West,North,No,Delivered,2
734,2025-11-25,,West,North,Yes,In Transit,
735,2025-11-07,2025-11-10,South,West,No,Delivered,3
736,2025-11-30,2025-12-06,West,South,Yes,Delivered,6
737,2025-12-25,,East,North,Yes,In Transit,
738,2025-10-18,2025-10-19,North,West,No,Delivered,1
739,2025-10-30,2025-11-04,South,North,No,Delivered,5
740,2025-11-29,2025-12-01,East,South,Yes,Delivered,2
741,2025-11-21,,North,East,Yes,In Transit,
743,2025-09-20,2025-09-21,South,West,No,Delivered,1
744,2025-09-06,2025-09-08,East,South,No,Delivered,2
745,2025-11-21,2025-11-29,East,South,Yes,Delivered,8
746,2025-11-25,2025-12-05,South,West,Yes,Delivered,10
747,2025-09-07,,West,East,No,In Transit,
749,2025-11-23,2025-11-28,South,South,Yes,Delivered,5
750,2025-08-28,2025-08-29,South,West,No,Delivered,1
751,2025-08-21,2025-08-26,North,West,No,Delivered,5
752,2025-11-04,,North,South,No,In Transit,
753,2025-10-07,,East,North,No,In Transit,
754,2025-11-26,,East,South,Yes,In Transit,
755,2025-09-02,2025-09-06,East,North,No,Delivered,4
756,2025-09-02,2025-09-05,South,North,No,Delivered,3
757,2025-11-20,,West,North,Yes,In Transit,
758,2025-09-17,2025-09-19,West,North,No,Delivered,2
759,2025-08-24,2025-08-26,North,North,No,Delivered,2
760,2025-11-27,2025-12-06,East,North,Yes,Delivered,9
761,2025-10-14,2025-10-19,West,East,No,Delivered,5
763,2025-10-17,2025-10-19,West,East,No,Delivered,2
765,2025-10-14,2025-10-15,West,East,No,Delivered,1
766,2025-12-29,2026-01-03,East,East,Yes,Delivered,5
769,2025-11-25,,South,South,Yes,In Transit,
770,2025-08-18,,West,East,No,In Transit,
771,2025-11-20,2025-11-26,North,North,Yes,Delivered,6
773,2025-09-10,2025-09-11,South,South,No,Delivered,1
775,2025-10-04,2025-10-09,East,West,No,Delivered,5
776,2025-10-03,2025-10-04,West,South,No,Delivered,1
777,2025-09-30,2025-10-03,East,North,No,Delivered,3
778,2025-10-05,2025-10-08,West,East,No,Delivered,3
779,2025-11-22,2025-11-24,South,West,Yes,Delivered,2
782,2025-11-21,2025-11-28,South,East,Yes,Delivered,7
2570,2025-12-30,2026-01-09,North,South,Yes,Delivered,10
784,2025-09-22,2025-09-23,South,South,No,Delivered,1
785,2025-11-25,2025-11-30,West,South,Yes,Delivered,5
786,2025-08-25,2025-08-26,North,East,No,Delivered,1
788,2025-10-06,2025-10-11,East,West,No,Delivered,5
789,2025-11-28,2025-11-30,North,East,Yes,Delivered,2
790,2025-11-10,2025-11-15,West,South,No,Delivered,5
791,2025-09-05,2025-09-10,East,West,No,Delivered,5
2571,2025-11-24,2025-12-02,East,West,Yes,Delivered,8
795,2025-09-15,2025-09-19,West,South,No,Delivered,4
796,2025-10-28,2025-11-01,South,East,No,Delivered,4
797,2025-09-19,2025-09-21,East,East,No,Delivered,2
798,2025-08-18,2025-08-20,East,East,No,Delivered,2
799,2025-09-15,2025-09-19,South,East,No,Delivered,4
800,2025-11-24,,West,South,Yes,In Transit,
801,2025-08-17,2025-08-18,North,South,No,Delivered,1
802,2025-08-23,2025-08-25,East,East,No,Delivered,2
803,2025-10-08,2025-10-13,West,West,No,Delivered,5
804,2025-11-27,,West,East,Yes,In Transit,
805,2025-09-27,,South,South,No,In Transit,
806,2025-10-09,2025-10-14,North,South,No,Delivered,5
807,2025-09-23,2025-09-27,South,North,No,Delivered,4
808,2025-12-15,2025-12-25,North,East,Yes,Delivered,10
809,2025-09-28,2025-10-01,East,North,No,Delivered,3
810,2025-09-25,2025-09-27,North,South,No,Delivered,2
811,2025-08-30,2025-09-02,East,West,No,Delivered,3
812,2025-11-04,2025-11-09,South,South,No,Delivered,5
813,2025-08-14,2025-08-15,South,South,No,Delivered,1
814,2025-11-05,2025-11-08,North,South,No,Delivered,3
816,2025-10-20,2025-10-24,North,West,No,Delivered,4
818,2025-08-13,2025-08-14,South,South,No,Delivered,1
820,2025-12-16,2025-12-19,West,South,Yes,Delivered,3
821,2025-10-23,2025-10-28,North,West,No,Delivered,5
822,2025-09-05,2025-09-10,East,West,No,Delivered,5
823,2025-10-30,2025-11-03,East,South,No,Delivered,4
824,2025-10-25,2025-10-30,West,West,No,Delivered,5
825,2025-11-30,2025-12-07,East,West,Yes,Delivered,7
826,2025-08-20,,South,West,No,In Transit,
827,2025-08-26,2025-08-27,South,East,No,Delivered,1
828,2025-10-14,,South,East,No,In Transit,
829,2025-10-25,2025-10-30,South,South,No,Delivered,5
830,2025-10-06,2025-10-09,West,South,No,Delivered,3
831,2025-09-14,2025-09-17,West,North,No,Delivered,3
832,2025-11-28,2025-11-30,North,West,Yes,Delivered,2
833,2025-10-27,2025-10-31,North,East,No,Delivered,4
834,2025-11-07,2025-11-12,West,West,No,Delivered,5
836,2025-09-24,2025-09-28,West,South,No,Delivered,4
837,2025-11-05,2025-11-09,North,East,No,Delivered,4
838,2025-12-19,2025-12-22,West,North,Yes,Delivered,3
840,2025-09-09,2025-09-13,East,North,No,Delivered,4
841,2025-11-27,2025-12-03,West,West,Yes,Delivered,6
842,2025-10-14,2025-10-15,South,East,No,Delivered,1
843,2025-09-27,2025-10-02,North,South,No,Delivered,5
845,2025-10-25,2025-10-27,West,East,No,Delivered,2
846,2025-12-22,2025-12-26,East,East,Yes,Delivered,4
847,2025-11-06,2025-11-07,South,North,No,Delivered,1
848,2025-08-21,2025-08-22,East,East,No,Delivered,1
849,2025-12-17,2025-12-19,South,South,Yes,Delivered,2
850,2025-09-28,,West,South,No,In Transit,
851,2025-12-31,2026-01-09,South,West,Yes,Delivered,9
852,2025-08-24,2025-08-29,East,East,No,Delivered,5
853,2025-10-14,2025-10-17,North,East,No,Delivered,3
2572,2025-08-29,,North,West,No,In Transit,
856,2025-12-28,,North,East,Yes,In Transit,
857,2025-12-29,2026-01-04,South,West,Yes,Delivered,6
858,2025-11-20,2025-11-24,East,North,Yes,Delivered,4
859,2025-09-05,,South,East,No,In Transit,
860,2025-10-29,2025-10-30,North,South,No,Delivered,1
861,2025-10-15,2025-10-17,North,East,No,Delivered,2
863,2025-09-12,2025-09-17,South,North,No,Delivered,5
865,2025-12-21,2025-12-26,South,West,Yes,Delivered,5
866,2025-12-16,,West,North,Yes,In Transit,
868,2025-09-26,2025-09-30,West,West,No,Delivered,4
869,2025-12-23,,East,West,Yes,In Transit,
870,2025-12-24,,North,South,Yes,In Transit,
871,2025-08-18,2025-08-20,East,East,No,Delivered,2
873,2025-11-03,,North,West,No,In Transit,
874,2025-11-20,2025-11-24,South,East,Yes,Delivered,4
875,2025-09-19,2025-09-22,East,West,No,Delivered,3
876,2025-12-17,2025-12-23,South,West,Yes,Delivered,6
877,2025-12-18,2025-12-26,South,North,Yes,Delivered,8
879,2025-09-06,2025-09-07,North,East,No,Delivered,1
880,2025-11-23,,West,North,Yes,In Transit,
881,2025-11-04,2025-11-06,West,East,No,Delivered,2
882,2025-12-28,2025-12-30,West,North,Yes,Delivered,2
883,2025-08-20,,East,East,No,In Transit,
884,2025-11-23,2025-11-30,East,South,Yes,Delivered,7
886,2025-09-12,2025-09-13,East,South,No,Delivered,1
887,2025-11-26,,West,East,Yes,In Transit,
888,2025-11-26,2025-11-28,South,North,Yes,Delivered,2
889,2025-08-19,2025-08-22,South,East,No,Delivered,3
890,2025-12-30,,South,North,Yes,In Transit,
891,2025-12-29,2026-01-03,East,North,Yes,Delivered,5
892,2025-08-21,2025-08-25,East,South,No,Delivered,4
2573,2025-12-18,2025-12-23,South,East,Yes,Delivered,5
895,2025-09-29,2025-10-04,South,East,No,Delivered,5
896,2025-10-31,2025-11-04,North,West,No,Delivered,4
897,2025-10-05,2025-10-08,East,North,No,Delivered,3
898,2025-11-24,,South,North,Yes,In Transit,
899,2025-10-11,2025-10-15,East,North,No,Delivered,4
900,2025-08-25,2025-08-26,East,South,No,Delivered,1
901,2025-12-21,2025-12-24,East,South,Yes,Delivered,3
902,2025-12-21,2025-12-23,South,West,Yes,Delivered,2
903,2025-12-20,,North,West,Yes,In Transit,
904,2025-12-26,,East,North,Yes,In Transit,
905,2025-11-03,2025-11-04,West,West,No,Delivered,1
906,2025-11-21,2025-11-25,South,South,Yes,Delivered,4
907,2025-11-20,2025-11-25,South,West,Yes,Delivered,5
908,2025-10-08,2025-10-13,West,North,No,Delivered,5
910,2025-11-23,2025-11-29,North,East,Yes,Delivered,6
911,2025-12-29,2026-01-03,South,East,Yes,Delivered,5
2574,2025-12-24,2025-12-30,North,South,Yes,Delivered,6
913,2025-10-28,2025-10-30,South,South,No,Delivered,2
914,2025-12-17,2025-12-24,North,East,Yes,Delivered,7
915,2025-10-22,2025-10-26,North,South,No,Delivered,4
916,2025-08-27,2025-08-31,North,East,No,Delivered,4
917,2025-10-31,,West,East,No,In Transit,
918,2025-09-23,2025-09-26,East,East,No,Delivered,3
919,2025-09-04,2025-09-07,West,South,No,Delivered,3
920,2025-11-29,,South,West,Yes,In Transit,
921,2025-08-22,2025-08-27,West,West,No,Delivered,5
923,2025-10-22,2025-10-23,East,North,No,Delivered,1
924,2025-10-02,2025-10-07,East,North,No,Delivered,5
925,2025-12-29,2025-12-31,South,East,Yes,Delivered,2
926,2025-08-29,2025-09-03,North,South,No,Delivered,5
927,2025-09-04,2025-09-05,East,South,No,Delivered,1
928,2025-11-27,2025-11-29,East,South,Yes,Delivered,2
929,2025-11-25,2025-12-04,West,West,Yes,Delivered,9
2575,2025-09-07,2025-09-10,North,South,No,Delivered,3
931,2025-12-27,,West,North,Yes,In Transit,
932,2025-10-24,2025-10-27,North,West,No,Delivered,3
2576,2025-12-20,2025-12-24,East,West,Yes,Delivered,4
2577,2025-10-12,2025-10-15,South,West,No,Delivered,3
935,2025-08-26,2025-08-29,West,West,No,Delivered,3
936,2025-11-27,2025-11-30,West,East,Yes,Delivered,3
937,2025-11-03,2025-11-05,East,East,No,Delivered,2
939,2025-12-24,2026-01-02,North,East,Yes,Delivered,9
940,2025-12-20,2025-12-27,East,South,Yes,Delivered,7
941,2025-12-20,,South,North,Yes,In Transit,
943,2025-12-17,2025-12-22,East,East,Yes,Delivered,5
944,2025-11-26,2025-12-04,West,East,Yes,Delivered,8
947,2025-08-28,2025-08-30,West,West,No,Delivered,2
948,2025-08-28,2025-08-31,West,South,No,Delivered,3
25,2025-10-13,2025-10-17,North,South,No,Delivered,4
950,2025-12-17,2025-12-24,East,East,Yes,Delivered,7
951,2025-12-20,2025-12-28,South,West,Yes,Delivered,8
952,2025-09-29,2025-10-02,North,North,No,Delivered,3
953,2025-10-18,2025-10-23,South,East,No,Delivered,5
954,2025-08-21,2025-08-22,South,South,No,Delivered,1
955,2025-09-25,2025-09-30,East,East,No,Delivered,5
956,2025-09-04,,South,North,No,In Transit,
957,2025-10-22,2025-10-25,North,South,No,Delivered,3
959,2025-11-02,2025-11-07,West,West,No,Delivered,5
960,2025-12-31,,West,East,Yes,In Transit,
961,2025-09-09,,South,South,No,In Transit,
2578,2025-09-08,2025-09-10,North,East,No,Delivered,2
963,2025-10-15,2025-10-16,West,South,No,Delivered,1
964,2025-09-10,2025-09-12,North,East,No,Delivered,2
965,2025-08-21,2025-08-25,West,West,No,Delivered,4
967,2025-08-28,2025-08-31,North,East,No,Delivered,3
969,2025-12-19,2025-12-24,East,North,Yes,Delivered,5
970,2025-11-06,2025-11-08,South,West,No,Delivered,2
972,2025-10-30,2025-11-01,South,West,No,Delivered,2
973,2025-09-25,2025-09-30,East,North,No,Delivered,5
974,2025-11-30,2025-12-08,North,South,Yes,Delivered,8
976,2025-10-29,2025-11-02,East,North,No,Delivered,4
977,2025-12-21,2025-12-26,North,West,Yes,Delivered,5
978,2025-10-17,2025-10-22,North,West,No,Delivered,5
979,2025-11-23,2025-11-27,South,South,Yes,Delivered,4
981,2025-08-18,2025-08-23,North,South,No,Delivered,5
982,2025-09-05,2025-09-07,North,North,No,Delivered,2
983,2025-09-02,2025-09-06,North,East,No,Delivered,4
984,2025-09-06,2025-09-10,West,West,No,Delivered,4
985,2025-12-21,2025-12-26,North,North,Yes,Delivered,5
986,2025-12-18,2025-12-22,West,East,Yes,Delivered,4
988,2025-12-21,,North,North,Yes,In Transit,
989,2025-12-26,,North,West,Yes,In Transit,
992,2025-10-19,2025-10-20,West,West,No,Delivered,1
993,2025-12-19,2025-12-27,East,East,Yes,Delivered,8
994,2025-10-07,2025-10-09,West,East,No,Delivered,2
995,2025-10-22,2025-10-24,East,West,No,Delivered,2
996,2025-11-02,2025-11-03,South,North,No,Delivered,1
998,2025-11-27,2025-12-02,West,East,Yes,Delivered,5
999,2025-09-11,2025-09-12,South,South,No,Delivered,1
1000,2025-10-15,2025-10-17,East,North,No,Delivered,2
1002,2025-11-29,2025-12-01,South,North,Yes,Delivered,2
1003,2025-09-20,2025-09-25,West,South,No,Delivered,5
1004,2025-08-27,2025-09-01,North,South,No,Delivered,5
1006,2025-08-28,2025-09-02,North,West,No,Delivered,5
1007,2025-12-23,2025-12-25,North,West,Yes,Delivered,2
1008,2025-11-26,2025-11-28,West,North,Yes,Delivered,2
1009,2025-11-08,2025-11-09,North,South,No,Delivered,1
1010,2025-09-07,2025-09-14,North,East,No,Delivered,7
1011,2025-10-24,2025-10-27,West,West,No,Delivered,3
1012,2025-11-04,2025-11-06,South,East,No,Delivered,2
1014,2025-11-21,,South,South,Yes,In Transit,
1016,2025-12-28,2026-01-05,West,West,Yes,Delivered,8
1017,2025-10-07,2025-10-12,East,East,No,Delivered,5
1018,2025-10-23,2025-10-24,East,East,No,Delivered,1
1019,2025-10-05,2025-10-09,West,North,No,Delivered,4
84,2025-09-06,2025-09-11,East,East,No,Delivered,5
1021,2025-09-10,2025-09-13,South,West,No,Delivered,3
1022,2025-08-18,2025-08-19,South,East,No,Delivered,1
1023,2025-10-29,2025-11-03,East,North,No,Delivered,5
1024,2025-11-29,2025-12-05,East,West,Yes,Delivered,6
1025,2025-09-23,2025-09-24,North,South,No,Delivered,1
1026,2025-10-15,2025-10-20,North,West,No,Delivered,5
1027,2025-11-04,2025-11-07,West,West,No,Delivered,3
1028,2025-11-28,2025-12-04,South,South,Yes,Delivered,6
1029,2025-11-30,2025-12-02,West,East,Yes,Delivered,2
1030,2025-11-26,2025-12-04,South,West,Yes,Delivered,8
1031,2025-12-31,2026-01-07,West,East,Yes,Delivered,7
1032,2025-11-24,2025-12-01,East,West,Yes,Delivered,7
1033,2025-11-03,2025-11-04,South,South,No,Delivered,1
1034,2025-12-28,2026-01-03,North,East,Yes,Delivered,6
1035,2025-11-08,2025-11-09,South,West,No,Delivered,1
1036,2025-11-29,2025-12-01,North,West,Yes,Delivered,2
1037,2025-08-17,2025-08-21,North,East,No,Delivered,4
1038,2025-10-09,2025-10-10,South,East,No,Delivered,1
1040,2025-09-03,2025-09-06,West,West,No,Delivered,3
1041,2025-10-17,2025-10-21,North,South,No,Delivered,4
1042,2025-09-28,2025-09-29,South,North,No,Delivered,1
1043,2025-10-16,,West,West,No,In Transit,
1045,2025-10-14,2025-10-15,East,North,No,Delivered,1
1046,2025-10-23,2025-10-24,West,South,No,Delivered,1
1047,2025-10-08,2025-10-12,North,West,No,Delivered,4
1049,2025-08-16,2025-08-20,West,North,No,Delivered,4
1050,2025-08-15,2025-08-17,South,South,No,Delivered,2
1051,2025-08-18,2025-08-23,South,East,No,Delivered,5
1052,2025-08-27,2025-08-28,East,East,No,Delivered,1
1056,2025-09-12,2025-09-15,North,North,No,Delivered,3
1058,2025-10-24,2025-10-26,West,South,No,Delivered,2
1059,2025-11-26,2025-12-01,North,North,Yes,Delivered,5
1060,2025-12-27,,South,East,Yes,In Transit,
1061,2025-11-28,2025-12-05,West,East,Yes,Delivered,7
1062,2025-10-28,2025-10-29,East,North,No,Delivered,1
1063,2025-08-16,2025-08-18,West,West,No,Delivered,2
1064,2025-10-29,2025-10-30,East,South,No,Delivered,1
1065,2025-09-11,2025-09-15,South,North,No,Delivered,4
1066,2025-10-17,2025-10-22,West,West,No,Delivered,5
1067,2025-09-18,2025-09-20,West,South,No,Delivered,2
1068,2025-12-20,2025-12-25,North,West,Yes,Delivered,5
1069,2025-11-21,2025-11-26,North,West,Yes,Delivered,5
1070,2025-09-20,2025-09-25,West,West,No,Delivered,5
1071,2025-12-19,,South,North,Yes,In Transit,
1072,2025-10-12,2025-10-15,North,West,No,Delivered,3
1073,2025-10-24,2025-10-26,North,South,No,Delivered,2
1074,2025-11-24,2025-11-29,East,South,Yes,Delivered,5
1075,2025-12-27,,West,East,Yes,In Transit,
1076,2025-10-28,2025-10-30,North,South,No,Delivered,2
1078,2025-10-16,2025-10-17,West,North,No,Delivered,1
1079,2025-12-24,,North,West,Yes,In Transit,
1080,2025-09-02,2025-09-06,West,West,No,Delivered,4
1082,2025-10-10,2025-10-11,North,South,No,Delivered,1
1083,2025-10-16,2025-10-20,North,West,No,Delivered,4
1084,2025-09-10,2025-09-11,North,West,No,Delivered,1
1085,2025-11-20,2025-11-24,South,East,Yes,Delivered,4
1086,2025-12-22,2025-12-24,North,West,Yes,Delivered,2
1087,2025-11-22,2025-11-28,West,West,Yes,Delivered,6
1088,2025-08-21,2025-08-26,East,East,No,Delivered,5
1089,2025-11-21,,East,South,Yes,In Transit,
1091,2025-09-02,2025-09-03,West,North,No,Delivered,1
1092,2025-09-24,,East,North,No,In Transit,
1093,2025-10-25,,North,West,No,In Transit,
1094,2025-08-13,2025-08-17,South,East,No,Delivered,4
1095,2025-10-27,2025-10-28,North,South,No,Delivered,1
2579,2025-09-16,2025-09-20,North,East,No,Delivered,4
1097,2025-09-12,2025-09-16,East,East,No,Delivered,4
1098,2025-08-17,2025-08-22,North,East,No,Delivered,5
1099,2025-08-15,2025-08-19,West,South,No,Delivered,4
1100,2025-08-21,2025-08-26,East,West,No,Delivered,5
1101,2025-11-04,2025-11-05,South,North,No,Delivered,1
1104,2025-08-20,2025-08-23,East,East,No,Delivered,3
1105,2025-09-09,2025-09-11,East,East,No,Delivered,2
1106,2025-10-21,,East,East,No,In Transit,
1107,2025-11-25,2025-12-01,North,West,Yes,Delivered,6
1109,2025-09-05,2025-09-10,South,West,No,Delivered,5
1110,2025-11-22,2025-11-28,East,South,Yes,Delivered,6
1111,2025-10-22,2025-10-24,North,North,No,Delivered,2
1112,2025-08-20,2025-08-24,East,West,No,Delivered,4
1114,2025-09-02,2025-09-04,North,South,No,Delivered,2
1115,2025-09-24,2025-09-29,West,South,No,Delivered,5
1117,2025-12-25,,West,West,Yes,In Transit,
1118,2025-11-21,2025-11-26,South,North,Yes,Delivered,5
1120,2025-12-19,,West,East,Yes,In Transit,
1121,2025-10-13,2025-10-16,East,East,No,Delivered,3
1122,2025-08-13,2025-08-15,North,West,No,Delivered,2
1123,2025-08-22,2025-08-26,North,West,No,Delivered,4
1124,2025-09-20,2025-09-24,West,East,No,Delivered,4
1125,2025-09-26,2025-09-27,South,South,No,Delivered,1
1126,2025-11-02,2025-11-05,East,South,No,Delivered,3
1127,2025-10-09,2025-10-14,East,East,No,Delivered,5
1128,2025-11-22,2025-12-01,East,West,Yes,Delivered,9
1129,2025-12-29,2025-12-31,West,East,Yes,Delivered,2
1130,2025-08-26,2025-08-28,West,North,No,Delivered,2
1131,2025-08-21,2025-08-22,East,North,No,Delivered,1
1132,2025-11-07,2025-11-12,South,East,No,Delivered,5
1133,2025-09-07,,West,East,No,In Transit,
1134,2025-08-15,2025-08-19,South,South,No,Delivered,4
1135,2025-10-04,2025-10-09,East,East,No,Delivered,5
1137,2025-09-17,2025-09-18,South,East,No,Delivered,1
1138,2025-10-16,2025-10-21,South,North,No,Delivered,5
1139,2025-10-09,,East,East,No,In Transit,
1140,2025-09-12,2025-09-17,East,South,No,Delivered,5
1141,2025-12-28,2026-01-07,South,North,Yes,Delivered,10
2580,2025-09-07,2025-09-10,South,South,No,Delivered,3
1143,2025-08-13,2025-08-18,South,East,No,Delivered,5
1144,2025-11-30,2025-12-03,West,West,Yes,Delivered,3
1145,2025-12-18,2025-12-26,South,West,Yes,Delivered,8
1146,2025-09-19,2025-09-22,South,West,No,Delivered,3
