shipment_id,ship_date,delivery_date,origin_region,destination_region,holiday_period
590.0,2025-11-25,2025-11-28,North,South,Yes
591.0,2025-11-03,2025-11-04,west,east,No
592.0,2025-08-28,2025-08-29,North,South,No
593.0,2025-10-10,2025-10-13,North,East,No
594.0,2025-08-22,2025-08-24,West,West,No
33.0,2025-12-16,2025-12-23,North,North,Yes
596.0,2025-12-20,2025-12-26,North,South,Yes
597.0,2025-10-22,2025-10-23,East,North,No
598.0,,,East,West,Yes
599.0,2025-11-26,2025-11-29,East,North,Yes
600.0,,,East,East,No
601.0,2025-12-17,2025-12-21,North,West,Yes
602.0,2025-11-06,2025-11-10,South,South,No
81.0,2025-10-15,2025-10-18,North,East,No
604.0,2025-11-04,2025-11-09,West,North,No
605.0,2025-08-17,2025-08-19,West,East,No
606.0,2025-10-08,2025-10-10,North,East,No
607.0,2025-09-12,2025-09-16,South,,No
608.0,2025-09-06,2025-09-11,East,West,No
609.0,2025-09-03,2025-09-06,North,East,No
610.0,2025-10-07,2025-10-11,North,West,No
611.0,2025-10-28,2025-10-31,West,North,No
612.0,2025-08-16,2025-08-18,East,West,No
613.0,2025-12-23,2025-12-20,West,South,Yes
614.0,2025-11-21,2025-12-02,south,east,Yes
615.0,2025-08-18,2025-08-20,West,South,No
226.0,2025-08-14,,East,West,No
617.0,2025-11-22,,South,West,Yes
618.0,2025-10-08,2025-10-09,East,South,No
619.0,2025-11-28,2025-12-06,East,North,Yes
620.0,2025-10-14,2025-10-16,West,East,No
621.0,2025-08-25,2025-08-30,South,West,No
622.0,2025-09-29,2025-10-04,South,East,No
623.0,2025-11-01,2025-11-03,East,East,No
624.0,2025-08-16,2025-08-21,East,North,No
,2025-10-11,2025-10-14,South,East,No
626.0,2025-09-12,2025-09-17,East,South,No
627.0,2025-08-28,,West,West,No
628.0,2025-09-04,2025-09-08,South,West,No
629.0,2025-10-22,2025-10-25,South,South,No
630.0,2025-10-14,2025-10-18,South,East,No
631.0,2025-12-25,2025-12-23,West,West,Yes
632.0,2025-08-16,2025-08-21,South,East,No
62.0,2025-11-07,2025-11-11,West,South,No
634.0,2025-11-20,2025-11-28,East,West,Yes
635.0,2025-09-19,2025-09-17,West,South,No
636.0,2025-10-01,2025-10-06,North,North,No
637.0,2025-11-27,2025-11-30,North,West,Yes
638.0,2025-08-24,2025-08-28,North,South,No
639.0,2025-08-29,2025-09-01,North,South,No
640.0,2025-11-06,2025-11-11,East,North,No
641.0,2025-11-29,,South,East,Yes
642.0,2025-09-23,2025-09-25,West,East,No
643.0,2025-09-09,2025-09-10,East,East,No
644.0,2025-11-06,2025-11-10,West,South,No
645.0,2025-10-28,2025-10-29,North,West,No
201.0,2025-09-24,2025-09-27,East,South,No
647.0,2025-10-12,2025-10-14,West,East,No
648.0,2025-08-27,,North,North,No
649.0,2025-11-04,2025-11-09,South,West,No
650.0,2025-09-06,2025-09-08,East,West,No
651.0,2025-12-29,2026-01-08,East,West,Yes
652.0,,,East,North,Yes
653.0,2025-10-11,2025-10-12,West,West,No
654.0,2025-09-27,2025-10-01,East,South,No
655.0,2025-12-25,2025-12-30,South,West,Yes
,2025-08-29,2025-08-31,West,West,No
657.0,2025-11-28,2025-12-06,EAST,east,Yes
658.0,2025-12-26,,West,West,Yes
120.0,2025-08-26,2025-08-27,South,West,No
660.0,2025-11-29,2025-12-05,South,North,Yes
661.0,2025-11-02,2025-11-06,South,North,No
662.0,2025-09-24,2025-09-28,North,North,No
663.0,2025-10-19,2025-10-29,South,South,No
664.0,2025-11-04,2025-11-08,West,North,No
665.0,2025-12-30,,West,South,Yes
112.0,2025-12-16,2025-12-28,West,South,Yes
667.0,2025-12-26,2026-01-07,West,East,Yes
668.0,2025-11-23,2025-11-28,South,South,Yes
669.0,2025-12-29,2026-01-08,East,West,Yes
670.0,2025-11-29,,West,North,Yes
671.0,2025-11-28,2025-11-27,North,East,Yes
672.0,2025-08-13,2025-08-18,,,No
673.0,2025-10-10,2025-10-14,North,West,No
674.0,2025-11-27,2025-12-11,North,West,Yes
675.0,2025-11-10,2025-11-11,North,North,No
246.0,2025-11-07,2025-11-10,East,South,No
677.0,2025-09-03,2025-08-31,East,North,No
678.0,2025-10-13,2025-10-17,West,West,No
679.0,2025-11-09,2025-11-12,North,East,No
680.0,2025-10-01,2025-10-03,North,North,No
681.0,2025-12-22,2025-12-25,East,East,Yes
34.0,2025-10-07,2025-10-10,South,South,No
683.0,2025-08-14,2025-08-18,South,South,No
684.0,2025-10-24,2025-10-27,West,East,No
685.0,2025-12-24,2025-12-27,North,East,Yes
686.0,2025-09-17,2025-09-19,East,East,No
687.0,2025-12-25,,South,South,Yes
688.0,2025-09-17,2025-09-19,East,East,No
689.0,2025-08-29,2025-08-30,South,North,No
690.0,2025-12-28,2026-01-04,East,West,Yes
691.0,2025-10-14,2025-10-16,West,West,No
692.0,2025-12-22,2025-12-24,South,East,Yes
693.0,2025-12-27,2025-12-29,East,South,Yes
694.0,2025-12-27,2026-01-03,EAST,WEST ,Yes
695.0,2025-12-29,2026-01-06,East,South,Yes
696.0,2025-12-30,2026-01-04,East,East,Yes
697.0,2025-09-18,,South,East,No
698.0,,,South,West,Yes
699.0,2025-10-22,2025-10-23,West,North,No
700.0,2025-10-27,2025-10-28,South,East,No
701.0,2025-11-22,2025-11-28,West,South,Yes
702.0,2025-11-20,2025-11-28,North,East,Yes
703.0,2025-12-28,2026-01-05,West,East,Yes
704.0,2025-08-16,2025-08-20,East,East,No
705.0,2025-10-21,2025-10-24,south, South,No
706.0,2025-10-21,2025-10-26,West,North,No
707.0,2025-10-07,2025-10-11,South,South,No
708.0,2025-11-25,2025-12-05,East,North,Yes
709.0,,,North,North,Yes
710.0,,,South,South,Yes
711.0,2025-09-20,,West,North,No
712.0,2025-09-12,,North,East,No
211.0,2025-10-26,2025-10-29,West,North,No
714.0,2025-10-30,2025-11-03,East,South,No
715.0,2025-09-06,,South,South,No
716.0,,,West,South,No
717.0,2025-09-14,2025-09-19,West,West,No
718.0,2025-11-25,2025-11-27,East,South,Yes
719.0,2025-11-03,2025-11-07,EAST,WEST ,No
720.0,2025-09-17,2025-09-20,West,West,No
721.0,2025-09-21,2025-09-20,West,South,No
722.0,2025-11-26,2025-11-24,North,South,Yes
723.0,2025-10-13,2025-10-18,North,East,No
724.0,2025-11-10,2025-11-11,East,West,No
725.0,2025-09-19,2025-09-21,North,South,No
726.0,2025-12-30,2026-01-01,West,North,Yes
727.0,2025-11-28,2025-12-01,East,South,Yes
728.0,2025-12-17,2025-12-23,West,West,Yes
729.0,2025-09-29,2025-10-01,North,West,No
730.0,2025-10-10,2025-10-15,East,North,No
12.0,2025-08-14,2025-08-17,North,East,No
732.0,2025-10-12,2025-10-10,North,East,No
733.0,2025-09-28,2025-09-30,West,North,No
734.0,2025-11-25,,West,North,Yes
735.0,2025-11-07,2025-11-10,South,West,No
736.0,2025-11-30,2025-12-06,West,South,Yes
737.0,2025-12-25,,East,North,Yes
738.0,2025-10-18,2025-10-19, north ,WEST ,No
739.0,2025-10-30,2025-11-04,South,North,No
740.0,2025-11-29,2025-12-01,East,South,Yes
741.0,2025-11-21,,North,East,Yes
237.0,2025-08-31,2025-09-03,North,South,No
743.0,2025-09-20,2025-09-21,South,West,No
744.0,2025-09-06,2025-09-08,East,South,No
745.0,2025-11-21,2025-11-29,East,South,Yes
746.0,2025-11-25,2025-12-05,South,West,Yes
747.0,2025-09-07,,West,East,No
197.0,2025-12-28,,South,South,Yes
749.0,2025-11-23,2025-11-28,South,South,Yes
750.0,2025-08-28,2025-08-29,South,West,No
751.0,2025-08-21,2025-08-26,North,West,No
752.0,2025-11-04,,North,South,No
753.0,2025-10-07,,East,North,No
754.0,2025-11-26,,East,South,Yes
755.0,2025-09-02,2025-09-06,East,North,No
756.0,2025-09-02,2025-09-05,South,North,No
757.0,2025-11-20,,West,North,Yes
758.0,2025-09-17,2025-09-19,West,North,No
759.0,2025-08-24,2025-08-26,North,North,No
760.0,2025-11-27,2025-12-06,East,North,Yes
761.0,2025-10-14,2025-10-19,West,East,No
762.0,2025-12-23,2026-01-05,North,East,Yes
763.0,2025-10-17,2025-10-19,West,East,No
764.0,2025-10-15,2025-10-19,North,,No
765.0,2025-10-14,2025-10-15,West,East,No
766.0,2025-12-29,2026-01-03,East,East,Yes
101.0,2025-10-03,2025-10-04,East,East,No
80.0,2025-11-23,2025-11-26,East,North,Yes
769.0,2025-11-25,,South,South,Yes
770.0,2025-08-18,,West,East,No
771.0,2025-11-20,2025-11-26,North,North,Yes
207.0,2025-11-24,2025-12-02,North,East,Yes
773.0,2025-09-10,2025-09-11,South,South,No
774.0,,,South,East,Yes
775.0,2025-10-04,2025-10-09,East,West,No
776.0,2025-10-03,2025-10-04,West,South,No
777.0,2025-09-30,2025-10-03,East,North,No
778.0,2025-10-05,2025-10-08,West,East,No
779.0,2025-11-22,2025-11-24,South,West,Yes
780.0,2025-11-02,2025-10-30,East,South,No
150.0,2025-10-28,2025-11-02,North,North,No
782.0,2025-11-21,2025-11-28,South,East,Yes
,2025-12-30,2026-01-09,North,South,Yes
784.0,2025-09-22,2025-09-23,South,South,No
785.0,2025-11-25,2025-11-30,West,South,Yes
786.0,2025-08-25,2025-08-26,North,East,No
787.0,2025-09-01,2025-09-05,North,,No
788.0,2025-10-06,2025-10-11,East,West,No
789.0,2025-11-28,2025-11-30,North,East,Yes
790.0,2025-11-10,2025-11-15,West,South,No
791.0,2025-09-05,2025-09-10,East,West,No
,2025-11-24,2025-12-02,East,West,Yes
793.0,2025-11-30,2025-12-11,South,East,Yes
116.0,2025-09-21,2025-09-23,East,North,No
795.0,2025-09-15,2025-09-19,West,South,No
796.0,2025-10-28,2025-11-01,South,East,No
797.0,2025-09-19,2025-09-21,East,East,No
798.0,2025-08-18,2025-08-20,East,East,No
799.0,2025-09-15,2025-09-19,South,East,No
800.0,2025-11-24,,West,South,Yes
801.0,2025-08-17,2025-08-18,North,South,No
802.0,2025-08-23,2025-08-25,East,East,No
803.0,2025-10-08,2025-10-13,West,West,No
804.0,2025-11-27,,West,East,Yes
805.0,2025-09-27,,South,South,No
806.0,2025-10-09,2025-10-14,North,South,No
807.0,2025-09-23,2025-09-27,South,North,No
808.0,2025-12-15,2025-12-25,North,East,Yes
809.0,2025-09-28,2025-10-01,East,North,No
810.0,2025-09-25,2025-09-27,North,South,No
811.0,2025-08-30,2025-09-02,East,West,No
812.0,2025-11-04,2025-11-09,South,South,No
813.0,2025-08-14,2025-08-15,South,South,No
814.0,2025-11-05,2025-11-08,North,South,No
158.0,2025-11-24,2025-11-29,West,East,Yes
816.0,2025-10-20,2025-10-24,North,West,No
176.0,2025-08-19,2025-08-21,North,North,No
818.0,2025-08-13,2025-08-14,South,South,No
819.0,2025-11-25,2025-11-24,South,North,Yes
820.0,2025-12-16,2025-12-19,West,South,Yes
821.0,2025-10-23,2025-10-28,North,West,No
822.0,2025-09-05,2025-09-10,East,West,No
823.0,2025-10-30,2025-11-03,East,South,No
824.0,2025-10-25,2025-10-30,West,West,No
825.0,2025-11-30,2025-12-07,East,West,Yes
826.0,2025-08-20,,South,West,No
827.0,2025-08-26,2025-08-27,South,East,No
828.0,2025-10-14,,South,East,No
829.0,2025-10-25,2025-10-30,South,South,No
830.0,2025-10-06,2025-10-09,West,South,No
831.0,2025-09-14,2025-09-17,West,North,No
832.0,2025-11-28,2025-11-30,North,West,Yes
833.0,2025-10-27,2025-10-31,North,East,No
834.0,2025-11-07,2025-11-12,West,West,No
835.0,2025-12-21,2026-01-03,East,North,Yes
836.0,2025-09-24,2025-09-28,West,South,No
837.0,2025-11-05,2025-11-09,North,East,No
838.0,2025-12-19,2025-12-22,West,North,Yes
160.0,2025-10-31,2025-11-01,East,North,No
840.0,2025-09-09,2025-09-13,East,North,No
841.0,2025-11-27,2025-12-03,West,West,Yes
842.0,2025-10-14,2025-10-15,South,East,No
843.0,2025-09-27,2025-10-02,North,South,No
37.0,2025-11-24,2025-11-26,East,North,Yes
845.0,2025-10-25,2025-10-27,West,East,No
846.0,2025-12-22,2025-12-26,East,East,Yes
847.0,2025-11-06,2025-11-07,South,North,No
848.0,2025-08-21,2025-08-22,East,East,No
849.0,2025-12-17,2025-12-19,South,South,Yes
850.0,2025-09-28,,West,South,No
851.0,2025-12-31,2026-01-09,south,WEST ,Yes
852.0,2025-08-24,2025-08-29,East,East,No
853.0,2025-10-14,2025-10-17,North,East,No
854.0,2025-10-04,2025-10-05,,,No
,2025-08-29,,North,West,No
856.0,2025-12-28,,North,East,Yes
857.0,2025-12-29,2026-01-04,South,West,Yes
858.0,2025-11-20,2025-11-24,East,North,Yes
859.0,2025-09-05,,South,East,No
860.0,2025-10-29,2025-10-30,North,South,No
861.0,2025-10-15,2025-10-17,North,East,No
200.0,2025-12-16,2025-12-18,West,West,Yes
863.0,2025-09-12,2025-09-17,South,North,No
864.0,,,West,North,No
865.0,2025-12-21,2025-12-26,South,West,Yes
866.0,2025-12-16,,West,North,Yes
867.0,,,West,North,No
868.0,2025-09-26,2025-09-30,West,West,No
869.0,2025-12-23,,East,West,Yes
870.0,2025-12-24,,North,South,Yes
871.0,2025-08-18,2025-08-20,East,East,No
232.0,2025-10-27,2025-11-01,East,North,No
873.0,2025-11-03,,North,West,No
874.0,2025-11-20,2025-11-24,South,East,Yes
875.0,2025-09-19,2025-09-22,East,West,No
876.0,2025-12-17,2025-12-23,South,West,Yes
877.0,2025-12-18,2025-12-26,South,North,Yes
45.0,2025-12-29,2026-01-09,East,East,Yes
879.0,2025-09-06,2025-09-07,North,East,No
880.0,2025-11-23,,West,North,Yes
881.0,2025-11-04,2025-11-06,West,East,No
882.0,2025-12-28,2025-12-30,West,North,Yes
883.0,2025-08-20,,East,East,No
884.0,2025-11-23,2025-11-30,East,South,Yes
124.0,2025-11-26,2025-12-03,South,East,Yes
886.0,2025-09-12,2025-09-13,East,South,No
887.0,2025-11-26,,West,East,Yes
888.0,2025-11-26,2025-11-28,south,north,Yes
889.0,2025-08-19,2025-08-22,south,east,No
890.0,2025-12-30,,South,North,Yes
891.0,2025-12-29,2026-01-03,EAST,north,Yes
892.0,2025-08-21,2025-08-25,East,South,No
893.0,2025-12-31,2026-01-12,South,West,Yes
,2025-12-18,2025-12-23,South,East,Yes
895.0,2025-09-29,2025-10-04,South,East,No
896.0,2025-10-31,2025-11-04,North,West,No
897.0,2025-10-05,2025-10-08,East,North,No
898.0,2025-11-24,,South,North,Yes
899.0,2025-10-11,2025-10-15,EAST,north,No
900.0,2025-08-25,2025-08-26,East,South,No
901.0,2025-12-21,2025-12-24,East,South,Yes
902.0,2025-12-21,2025-12-23,South,West,Yes
903.0,2025-12-20,,North,West,Yes
904.0,2025-12-26,,East,North,Yes
905.0,2025-11-03,2025-11-04,West,West,No
906.0,2025-11-21,2025-11-25,South,South,Yes
907.0,2025-11-20,2025-11-25,South,West,Yes
908.0,2025-10-08,2025-10-13,West,North,No
909.0,2025-10-17,2025-10-19,,West,No
910.0,2025-11-23,2025-11-29, north ,east,Yes
911.0,2025-12-29,2026-01-03,South,East,Yes
,2025-12-24,2025-12-30,North,South,Yes
913.0,2025-10-28,2025-10-30,South,South,No
914.0,2025-12-17,2025-12-24,North,East,Yes
915.0,2025-10-22,2025-10-26,North,South,No
916.0,2025-08-27,2025-08-31,North,East,No
917.0,2025-10-31,,West,East,No
918.0,2025-09-23,2025-09-26,East,East,No
919.0,2025-09-04,2025-09-07,West,South,No
920.0,2025-11-29,,South,West,Yes
921.0,2025-08-22,2025-08-27,West,West,No
922.0,,,West,South,No
923.0,2025-10-22,2025-10-23,East,North,No
924.0,2025-10-02,2025-10-07,East,North,No
925.0,2025-12-29,2025-12-31,South,East,Yes
926.0,2025-08-29,2025-09-03,North,South,No
927.0,2025-09-04,2025-09-05,East,South,No
928.0,2025-11-27,2025-11-29,East,South,Yes
929.0,2025-11-25,2025-12-04,West,West,Yes
,2025-09-07,2025-09-10,North,South,No
931.0,2025-12-27,,West,North,Yes
932.0,2025-10-24,2025-10-27,North,West,No
,2025-12-20,2025-12-24,East,West,Yes
,2025-10-12,2025-10-15,South,West,No
935.0,2025-08-26,2025-08-29,West,West,No
936.0,2025-11-27,2025-11-30,West,East,Yes
937.0,2025-11-03,2025-11-05,East,East,No
938.0,2025-11-29,2025-12-12,West,East,Yes
939.0,2025-12-24,2026-01-02,North,East,Yes
940.0,2025-12-20,2025-12-27,East,South,Yes
941.0,2025-12-20,,South,North,Yes
942.0,2025-10-06,2025-10-08,,,No
943.0,2025-12-17,2025-12-22,East,East,Yes
944.0,2025-11-26,2025-12-04,West,East,Yes
13.0,2025-11-22,2025-11-24,East,North,Yes
946.0,2025-12-31,2026-01-14,West,North,Yes
947.0,2025-08-28,2025-08-30,West,West,No
948.0,2025-08-28,2025-08-31,West,South,No
25.0,2025-10-13,2025-10-17,North,South,No
950.0,2025-12-17,2025-12-24,East,East,Yes
951.0,2025-12-20,2025-12-28,South,West,Yes
952.0,2025-09-29,2025-10-02,North,North,No
953.0,2025-10-18,2025-10-23,South,East,No
954.0,2025-08-21,2025-08-22,south, South,No
955.0,2025-09-25,2025-09-30,East,East,No
956.0,2025-09-04,,South,North,No
957.0,2025-10-22,2025-10-25,North,South,No
958.0,2025-11-03,2025-11-05,West,,No
959.0,2025-11-02,2025-11-07,West,West,No
960.0,2025-12-31,,West,East,Yes
961.0,2025-09-09,,South,South,No
,2025-09-08,2025-09-10,North,East,No
963.0,2025-10-15,2025-10-16,West,South,No
964.0,2025-09-10,2025-09-12,North,East,No
965.0,2025-08-21,2025-08-25,West,West,No
966.0,2025-11-23,2025-12-08,East,West,Yes
967.0,2025-08-28,2025-08-31,North,East,No
968.0,2025-12-23,2026-01-13,West,East,Yes
969.0,2025-12-19,2025-12-24,East,North,Yes
970.0,2025-11-06,2025-11-08,South,West,No
226.0,2025-08-14,2025-08-15,East,East,No
972.0,2025-10-30,2025-11-01,South,West,No
973.0,2025-09-25,2025-09-30,East,North,No
974.0,2025-11-30,2025-12-08,North,South,Yes
975.0,2025-12-21,2026-01-01,North,South,Yes
976.0,2025-10-29,2025-11-02,East,North,No
977.0,2025-12-21,2025-12-26,North,West,Yes
978.0,2025-10-17,2025-10-22, north ,WEST ,No
979.0,2025-11-23,2025-11-27,South,South,Yes
980.0,2025-12-30,2026-01-11,North,South,Yes
981.0,2025-08-18,2025-08-23,North,South,No
982.0,2025-09-05,2025-09-07,North,North,No
983.0,2025-09-02,2025-09-06,North,East,No
984.0,2025-09-06,2025-09-10,West,West,No
985.0,2025-12-21,2025-12-26,North,North,Yes
986.0,2025-12-18,2025-12-22,West,East,Yes
987.0,2025-11-02,2025-11-04,,West,No
988.0,2025-12-21,,North,North,Yes
989.0,2025-12-26,,North,West,Yes
990.0,2025-09-02,2025-09-07,,East,No
991.0,2025-11-29,2025-12-10,East,West,Yes
992.0,2025-10-19,2025-10-20,West,West,No
993.0,2025-12-19,2025-12-27,East,East,Yes
994.0,2025-10-07,2025-10-09,West,East,No
995.0,2025-10-22,2025-10-24,East,West,No
996.0,2025-11-02,2025-11-03,south,north,No
997.0,2025-08-25,2025-09-08,South,West,No
998.0,2025-11-27,2025-12-02,West,East,Yes
999.0,2025-09-11,2025-09-12,South,South,No
1000.0,2025-10-15,2025-10-17,East,North,No
1001.0,2025-12-25,2026-01-06,East,South,Yes
1002.0,2025-11-29,2025-12-01,South,North,Yes
1003.0,2025-09-20,2025-09-25,West,South,No
1004.0,2025-08-27,2025-09-01,North,South,No
107.0,2025-08-21,2025-08-25,South,West,No
1006.0,2025-08-28,2025-09-02,North,West,No
1007.0,2025-12-23,2025-12-25,North,West,Yes
1008.0,2025-11-26,2025-11-28,West,North,Yes
1009.0,2025-11-08,2025-11-09,North,South,No
1010.0,2025-09-07,2025-09-14,North,East,No
1011.0,2025-10-24,2025-10-27,west,WEST ,No
1012.0,2025-11-04,2025-11-06,South,East,No
1013.0,,,North,East,No
1014.0,2025-11-21,,South,South,Yes
1015.0,2025-09-23,2025-09-28,,North,No
1016.0,2025-12-28,2026-01-05,West,West,Yes
1017.0,2025-10-07,2025-10-12,East,East,No
1018.0,2025-10-23,2025-10-24,East,East,No
1019.0,2025-10-05,2025-10-09,West,North,No
84.0,2025-09-06,2025-09-11,East,East,No
1021.0,2025-09-10,2025-09-13,South,West,No
1022.0,2025-08-18,2025-08-19,South,East,No
1023.0,2025-10-29,2025-11-03,East,North,No
1024.0,2025-11-29,2025-12-05,East,West,Yes
1025.0,2025-09-23,2025-09-24,North,South,No
1026.0,2025-10-15,2025-10-20,North,West,No
1027.0,2025-11-04,2025-11-07,West,West,No
1028.0,2025-11-28,2025-12-04,South,South,Yes
1029.0,2025-11-30,2025-12-02,West,East,Yes
1030.0,2025-11-26,2025-12-04,South,West,Yes
1031.0,2025-12-31,2026-01-07,West,East,Yes
1032.0,2025-11-24,2025-12-01,East,West,Yes
1033.0,2025-11-03,2025-11-04,South,South,No
1034.0,2025-12-28,2026-01-03,North,East,Yes
1035.0,2025-11-08,2025-11-09,South,West,No
1036.0,2025-11-29,2025-12-01,North,West,Yes
1037.0,2025-08-17,2025-08-21,North,East,No
1038.0,2025-10-09,2025-10-10,South,East,No
1039.0,2025-12-27,2026-01-07,West,East,Yes
1040.0,2025-09-03,2025-09-06,West,West,No
1041.0,2025-10-17,2025-10-21,North,South,No
1042.0,2025-09-28,2025-09-29,South,North,No
1043.0,2025-10-16,,West,West,No
1044.0,2025-12-30,2026-01-03,,,Yes
1045.0,2025-10-14,2025-10-15,East,North,No
1046.0,2025-10-23,2025-10-24,West,South,No
1047.0,2025-10-08,2025-10-12,North,West,No
1048.0,2025-12-15,2025-12-26,East,West,Yes
1049.0,2025-08-16,2025-08-20,West,North,No
1050.0,2025-08-15,2025-08-17,South,South,No
1051.0,2025-08-18,2025-08-23,South,East,No
1052.0,2025-08-27,2025-08-28,East,East,No
1053.0,2025-12-19,2025-12-17,East,East,Yes
1054.0,2025-11-10,2025-11-09,East,West,No
1055.0,,,South,South,Yes
1056.0,2025-09-12,2025-09-15,North,North,No
1057.0,2025-12-21,2026-01-03,North,South,Yes
1058.0,2025-10-24,2025-10-26,West,South,No
1059.0,2025-11-26,2025-12-01,North,North,Yes
1060.0,2025-12-27,,South,East,Yes
1061.0,2025-11-28,2025-12-05,West,East,Yes
1062.0,2025-10-28,2025-10-29,East,North,No
1063.0,2025-08-16,2025-08-18,West,West,No
1064.0,2025-10-29,2025-10-30,East,South,No
1065.0,2025-09-11,2025-09-15,South,North,No
1066.0,2025-10-17,2025-10-22,West,West,No
1067.0,2025-09-18,2025-09-20,West,South,No
1068.0,2025-12-20,2025-12-25,North,West,Yes
1069.0,2025-11-21,2025-11-26,North,West,Yes
1070.0,2025-09-20,2025-09-25,West,West,No
1071.0,2025-12-19,,South,North,Yes
1072.0,2025-10-12,2025-10-15,North,West,No
1073.0,2025-10-24,2025-10-26,North,South,No
1074.0,2025-11-24,2025-11-29,East,South,Yes
1075.0,2025-12-27,,West,East,Yes
1076.0,2025-10-28,2025-10-30,North,South,No
1077.0,2025-10-25,2025-10-22,East,West,No
1078.0,2025-10-16,2025-10-17,West,North,No
1079.0,2025-12-24,,North,West,Yes
1080.0,2025-09-02,2025-09-06,West,West,No
1081.0,2025-11-07,2025-11-05,North,South,No
1082.0,2025-10-10,2025-10-11, north , South,No
1083.0,2025-10-16,2025-10-20,North,West,No
1084.0,2025-09-10,2025-09-11,North,West,No
1085.0,2025-11-20,2025-11-24,South,East,Yes
1086.0,2025-12-22,2025-12-24,North,West,Yes
1087.0,2025-11-22,2025-11-28,West,West,Yes
1088.0,2025-08-21,2025-08-26,East,East,No
1089.0,2025-11-21,,East,South,Yes
1090.0,,,West,East,Yes
1091.0,2025-09-02,2025-09-03,West,North,No
1092.0,2025-09-24,,East,North,No
1093.0,2025-10-25,,North,West,No
1094.0,2025-08-13,2025-08-17,South,East,No
1095.0,2025-10-27,2025-10-28, north , South,No
,2025-09-16,2025-09-20,North,East,No
1097.0,2025-09-12,2025-09-16,East,East,No
1098.0,2025-08-17,2025-08-22,North,East,No
1099.0,2025-08-15,2025-08-19,West,South,No
1100.0,2025-08-21,2025-08-26,East,West,No
1101.0,2025-11-04,2025-11-05,South,North,No
1102.0,2025-11-06,2025-11-27,West,East,No
1103.0,2025-12-18,,,,Yes
1104.0,2025-08-20,2025-08-23,East,East,No
1105.0,2025-09-09,2025-09-11,East,East,No
1106.0,2025-10-21,,East,East,No
1107.0,2025-11-25,2025-12-01,North,West,Yes
1108.0,2025-09-12,2025-09-08,West,South,No
1109.0,2025-09-05,2025-09-10,south,WEST ,No
1110.0,2025-11-22,2025-11-28,East,South,Yes
1111.0,2025-10-22,2025-10-24,North,North,No
1112.0,2025-08-20,2025-08-24,East,West,No
1113.0,2025-09-24,2025-10-13,East,North,No
1114.0,2025-09-02,2025-09-04,North,South,No
1115.0,2025-09-24,2025-09-29,West,South,No
1116.0,2025-11-30,2025-12-13,East,South,Yes
1117.0,2025-12-25,,West,West,Yes
1118.0,2025-11-21,2025-11-26,South,North,Yes
84.0,2025-10-22,2025-10-26,West,West,No
1120.0,2025-12-19,,west,east,Yes
1121.0,2025-10-13,2025-10-16,East,East,No
1122.0,2025-08-13,2025-08-15,North,West,No
1123.0,2025-08-22,2025-08-26,North,West,No
1124.0,2025-09-20,2025-09-24,West,East,No
1125.0,2025-09-26,2025-09-27,South,South,No
1126.0,2025-11-02,2025-11-05,East,South,No
1127.0,2025-10-09,2025-10-14,East,East,No
1128.0,2025-11-22,2025-12-01,East,West,Yes
1129.0,2025-12-29,2025-12-31,West,East,Yes
1130.0,2025-08-26,2025-08-28,West,North,No
1131.0,2025-08-21,2025-08-22,East,North,No
1132.0,2025-11-07,2025-11-12,South,East,No
1133.0,2025-09-07,,West,East,No
1134.0,2025-08-15,2025-08-19,South,South,No
1135.0,2025-10-04,2025-10-09,East,East,No
1136.0,2025-11-27,2025-12-09,West,South,Yes
1137.0,2025-09-17,2025-09-18,South,East,No
1138.0,2025-10-16,2025-10-21,South,North,No
1139.0,2025-10-09,,East,East,No
1140.0,2025-09-12,2025-09-17,East,South,No
1141.0,2025-12-28,2026-01-07,South,North,Yes
,2025-09-07,2025-09-10,South,South,No
1143.0,2025-08-13,2025-08-18,South,East,No
1144.0,2025-11-30,2025-12-03,West,West,Yes
1145.0,2025-12-18,2025-12-26,South,West,Yes
1146.0,2025-09-19,2025-09-22,South,West,No
1147.0,2025-12-26,2025-12-28,West,South,Yes
1148.0,2025-10-26,2025-10-29,North,East,No
1149.0,2025-09-30,2025-10-01,East,West,No
1150.0,2025-08-14,2025-08-17,south,WEST ,No
1151.0,2025-09-07,2025-09-11,East,East,No
1152.0,2025-10-17,2025-10-16,East,West,No
1153.0,2025-08-17,2025-08-18,West,West,No
26.0,2025-10-06,2025-10-10,North,North,No
1155.0,2025-08-17,2025-08-18,South,West,No
1156.0,2025-10-25,2025-10-27,West,East,No
1157.0,2025-11-20,2025-11-26,West,North,Yes
143.0,2025-09-13,2025-09-14,East,South,No
1159.0,2025-11-01,2025-11-05,South,South,No
1160.0,2025-11-20,,West,West,Yes
1161.0,2025-10-06,,West,East,No
1162.0,2025-11-25,2025-12-06,North,East,Yes
1163.0,2025-10-20,2025-10-21,south,north,No
1164.0,2025-10-09,2025-10-11,East,West,No
1165.0,,,South,South,No
1166.0,2025-09-22,2025-09-27,North,South,No
1167.0,2025-09-10,2025-09-11,South,South,No
1168.0,2025-08-24,2025-08-28,South,North,No
1169.0,2025-10-07,2025-10-11,South,North,No
1170.0,2025-11-24,,West,West,Yes
1171.0,2025-10-07,2025-10-12,South,East,No
1172.0,2025-11-20,2025-11-22,North,East,Yes
